Id	SkillId	Level	ConditionId[1]	ConditionId[2]	ConditionId[3]	CostItem[1]	CostItemCount[1]	CostItem[2]	CostItemCount[2]	CostItem[3]	CostItemCount[3]	CostItem[4]	CostItemCount[4]
63	155328	5	7201			1	60000	33001	10	12	5		
64	155328	6	7201			1	60000	33001	10	12	5		
65	155328	7	7201			1	60000	33001	10	12	5		
66	155328	8	7201			1	60000	33001	10	12	5		
67	155328	9	7201			1	60000	33001	10	12	5		
68	155328	10	7201			1	60000	33001	10	12	5		
69	155328	11	7201			1	60000	33001	10	12	5		
70	155328	12	7201			1	60000	33001	10	12	5		
71	155328	13	7201			1	60000	33001	10	12	5		
72	155328	14	7201			1	60000	33001	10	12	5		
73	155328	15	7201			1	60000	33001	10	12	5		
74	155328	16	7201			1	60000	33001	10	12	5		
75	155328	17	7201			1	60000	33001	10	12	5		
76	155328	18											
77	155329	0	7201			1	250000	33002	30	33001	40	12	10
78	155329	1	7201			1	60000	33001	10	12	5		
79	155329	2	7201			1	60000	33001	10	12	5		
80	155329	3	7201			1	60000	33001	10	12	5		
81	155329	4	7201			1	60000	33001	10	12	5		
82	155329	5	7201			1	60000	33001	10	12	5		
83	155329	6	7201			1	60000	33001	10	12	5		
84	155329	7	7201			1	60000	33001	10	12	5		
85	155329	8	7201			1	60000	33001	10	12	5		
86	155329	9	7201			1	60000	33001	10	12	5		
87	155329	10	7201			1	60000	33001	10	12	5		
88	155329	11	7201			1	60000	33001	10	12	5		
89	155329	12	7201			1	60000	33001	10	12	5		
90	155329	13	7201			1	60000	33001	10	12	5		
91	155329	14	7201			1	60000	33001	10	12	5		
92	155329	15	7201			1	60000	33001	10	12	5		
93	155329	16	7201			1	60000	33001	10	12	5		
94	155329	17	7201			1	60000	33001	10	12	5		
95	155329	18											
96	155330	0	7202			1	400000	33002	25	33001	75	12	30
97	155330	1											
98	155331	0	7204			1	400000	33002	25	33001	75	12	30
99	155331	1											
100	155332	0	7206			1	400000	33002	25	33001	75	12	30
101	155332	1											
102	154328	0	7201			1	250000	33003	30	33001	40	12	10
103	154328	1	7201			1	60000	33001	10	12	5		
104	154328	2	7201			1	60000	33001	10	12	5		
105	154328	3	7201			1	60000	33001	10	12	5		
106	154328	4	7201			1	60000	33001	10	12	5		
107	154328	5	7201			1	60000	33001	10	12	5		
108	154328	6	7201			1	60000	33001	10	12	5		
109	154328	7	7201			1	60000	33001	10	12	5		
110	154328	8	7201			1	60000	33001	10	12	5		
111	154328	9	7201			1	60000	33001	10	12	5		
112	154328	10	7201			1	60000	33001	10	12	5		
113	154328	11	7201			1	60000	33001	10	12	5		
114	154328	12	7201			1	60000	33001	10	12	5		
115	154328	13	7201			1	60000	33001	10	12	5		
116	154328	14	7201			1	60000	33001	10	12	5		
117	154328	15	7201			1	60000	33001	10	12	5		
118	154328	16	7201			1	60000	33001	10	12	5		
119	154328	17	7201			1	60000	33001	10	12	5		
120	154328	18											
121	154329	0	7201			1	250000	33003	30	33001	40	12	10
122	154329	1	7201			1	60000	33001	10	12	5		
123	154329	2	7201			1	60000	33001	10	12	5		
124	154329	3	7201			1	60000	33001	10	12	5		
125	154329	4	7201			1	60000	33001	10	12	5		
126	154329	5	7201			1	60000	33001	10	12	5		
127	154329	6	7201			1	60000	33001	10	12	5		
128	154329	7	7201			1	60000	33001	10	12	5		
129	154329	8	7201			1	60000	33001	10	12	5		
130	154329	9	7201			1	60000	33001	10	12	5		
131	154329	10	7201			1	60000	33001	10	12	5		
132	154329	11	7201			1	60000	33001	10	12	5		
133	154329	12	7201			1	60000	33001	10	12	5		
134	154329	13	7201			1	60000	33001	10	12	5		
135	154329	14	7201			1	60000	33001	10	12	5		
136	154329	15	7201			1	60000	33001	10	12	5		
137	154329	16	7201			1	60000	33001	10	12	5		
138	154329	17	7201			1	60000	33001	10	12	5		
139	154329	18											
140	154330	0	7207			1	400000	33003	25	33001	75	12	30
141	154330	1											
142	154331	0	7209			1	400000	33003	25	33001	75	12	30
143	154331	1											
144	154332	0	7211			1	400000	33003	25	33001	75	12	30
145	154332	1											
146	156328	0	7201			1	250000	33004	30	33001	40	12	10
147	156328	1	7201			1	60000	33001	10	12	5		
148	156328	2	7201			1	60000	33001	10	12	5		
149	156328	3	7201			1	60000	33001	10	12	5		
150	156328	4	7201			1	60000	33001	10	12	5		
151	156328	5	7201			1	60000	33001	10	12	5		
152	156328	6	7201			1	60000	33001	10	12	5		
153	156328	7	7201			1	60000	33001	10	12	5		
154	156328	8	7201			1	60000	33001	10	12	5		
155	156328	9	7201			1	60000	33001	10	12	5		
156	156328	10	7201			1	60000	33001	10	12	5		
157	156328	11	7201			1	60000	33001	10	12	5		
158	156328	12	7201			1	60000	33001	10	12	5		
159	156328	13	7201			1	60000	33001	10	12	5		
160	156328	14	7201			1	60000	33001	10	12	5		
161	156328	15	7201			1	60000	33001	10	12	5		
162	156328	16	7201			1	60000	33001	10	12	5		
163	156328	17	7201			1	60000	33001	10	12	5		
164	156328	18											
165	156329	0	7201			1	250000	33004	30	33001	40	12	10
166	156329	1	7201			1	60000	33001	10	12	5		
167	156329	2	7201			1	60000	33001	10	12	5		
168	156329	3	7201			1	60000	33001	10	12	5		
169	156329	4	7201			1	60000	33001	10	12	5		
170	156329	5	7201			1	60000	33001	10	12	5		
171	156329	6	7201			1	60000	33001	10	12	5		
172	156329	7	7201			1	60000	33001	10	12	5		
173	156329	8	7201			1	60000	33001	10	12	5		
174	156329	9	7201			1	60000	33001	10	12	5		
175	156329	10	7201			1	60000	33001	10	12	5		
176	156329	11	7201			1	60000	33001	10	12	5		
177	156329	12	7201			1	60000	33001	10	12	5		
178	156329	13	7201			1	60000	33001	10	12	5		
179	156329	14	7201			1	60000	33001	10	12	5		
180	156329	15	7201			1	60000	33001	10	12	5		
181	156329	16	7201			1	60000	33001	10	12	5		
182	156329	17	7201			1	60000	33001	10	12	5		
183	156329	18											
184	156330	0	7212			1	400000	33004	25	33001	75	12	30
185	156330	1											
186	156331	0	7214			1	400000	33004	25	33001	75	12	30
187	156331	1											
188	156332	0	7216			1	400000	33004	25	33001	75	12	30
189	156332	1											
190	101228	0	7306			1	200000	32003	15	32001	45	12	10
191	101228	1	7306			1	75000	32001	5	12	2		
192	101228	2	7306			1	75000	32001	5	12	2		
193	101228	3	7306			1	75000	32001	5	12	2		
194	101228	4	7306			1	75000	32001	5	12	2		
195	101228	5	7306			1	75000	32001	5	12	2		
196	101228	6	7306			1	75000	32001	5	12	2		
197	101228	7	7306			1	75000	32001	5	12	2		
198	101228	8	7306			1	200000	32003	15	32001	45	12	10
199	101228	9	7306			1	75000	32001	5	12	2		
200	101228	10	7306			1	75000	32001	5	12	2		
201	101228	11	7306			1	75000	32001	5	12	2		
202	101228	12	7306			1	75000	32001	5	12	2		
203	101228	13	7306			1	75000	32001	5	12	2		
204	101228	14	7306			1	75000	32001	5	12	2		
205	101228	15	7306			1	75000	32001	5	12	2		
206	101228	16	7306			1	75000	32001	5	12	2		
207	101228	17	7306			1	200000	32003	15	32001	45	12	10
208	101228	18											
209	101229	0	7306			1	200000	32003	15	32001	45	12	10
210	101229	1	7306			1	75000	32001	5	12	2		
211	101229	2	7306			1	75000	32001	5	12	2		
212	101229	3	7306			1	75000	32001	5	12	2		
213	101229	4	7306			1	75000	32001	5	12	2		
214	101229	5	7306			1	75000	32001	5	12	2		
215	101229	6	7306			1	75000	32001	5	12	2		
216	101229	7	7306			1	75000	32001	5	12	2		
217	101229	8	7306			1	200000	32003	15	32001	45	12	10
218	101229	9	7306			1	75000	32001	5	12	2		
219	101229	10	7306			1	75000	32001	5	12	2		
220	101229	11	7306			1	75000	32001	5	12	2		
221	101229	12	7306			1	75000	32001	5	12	2		
222	101229	13	7306			1	75000	32001	5	12	2		
223	101229	14	7306			1	75000	32001	5	12	2		
224	101229	15	7306			1	75000	32001	5	12	2		
225	101229	16	7306			1	75000	32001	5	12	2		
226	101229	17	7306			1	200000	32003	15	32001	45	12	10
227	101229	18											
228	101230	0	7306			1	200000	32003	15	32001	45	12	10
229	101230	1	7306			1	75000	32001	5	12	2		
230	101230	2	7306			1	75000	32001	5	12	2		
231	101230	3	7306			1	75000	32001	5	12	2		
232	101230	4	7306			1	75000	32001	5	12	2		
233	101230	5	7306			1	75000	32001	5	12	2		
234	101230	6	7306			1	75000	32001	5	12	2		
235	101230	7	7306			1	75000	32001	5	12	2		
236	101230	8	7306			1	200000	32003	15	32001	45	12	10
237	101230	9	7306			1	75000	32001	5	12	2		
238	101230	10	7306			1	75000	32001	5	12	2		
239	101230	11	7306			1	75000	32001	5	12	2		
240	101230	12	7306			1	75000	32001	5	12	2		
241	101230	13	7306			1	75000	32001	5	12	2		
242	101230	14	7306			1	75000	32001	5	12	2		
243	101230	15	7306			1	75000	32001	5	12	2		
244	101230	16	7306			1	75000	32001	5	12	2		
245	101230	17	7306			1	200000	32003	15	32001	45	12	10
246	101230	18											
247	151328	0	7201			1	250000	33005	30	33001	40	12	10
248	151328	1	7201			1	60000	33001	10	12	5		
249	151328	2	7201			1	60000	33001	10	12	5		
250	151328	3	7201			1	60000	33001	10	12	5		
251	151328	4	7201			1	60000	33001	10	12	5		
252	151328	5	7201			1	60000	33001	10	12	5		
253	151328	6	7201			1	60000	33001	10	12	5		
254	151328	7	7201			1	60000	33001	10	12	5		
255	151328	8	7201			1	60000	33001	10	12	5		
256	151328	9	7201			1	60000	33001	10	12	5		
257	151328	10	7201			1	60000	33001	10	12	5		
258	151328	11	7201			1	60000	33001	10	12	5		
259	151328	12	7201			1	60000	33001	10	12	5		
260	151328	13	7201			1	60000	33001	10	12	5		
261	151328	14	7201			1	60000	33001	10	12	5		
262	151328	15	7201			1	60000	33001	10	12	5		
263	151328	16	7201			1	60000	33001	10	12	5		
264	151328	17	7201			1	60000	33001	10	12	5		
265	151328	18											
266	151329	0	7201			1	250000	33005	30	33001	40	12	10
267	151329	1	7201			1	60000	33001	10	12	5		
268	151329	2	7201			1	60000	33001	10	12	5		
269	151329	3	7201			1	60000	33001	10	12	5		
270	151329	4	7201			1	60000	33001	10	12	5		
271	151329	5	7201			1	60000	33001	10	12	5		
272	151329	6	7201			1	60000	33001	10	12	5		
273	151329	7	7201			1	60000	33001	10	12	5		
274	151329	8	7201			1	60000	33001	10	12	5		
275	151329	9	7201			1	60000	33001	10	12	5		
276	151329	10	7201			1	60000	33001	10	12	5		
277	151329	11	7201			1	60000	33001	10	12	5		
278	151329	12	7201			1	60000	33001	10	12	5		
279	151329	13	7201			1	60000	33001	10	12	5		
280	151329	14	7201			1	60000	33001	10	12	5		
281	151329	15	7201			1	60000	33001	10	12	5		
282	151329	16	7201			1	60000	33001	10	12	5		
283	151329	17	7201			1	60000	33001	10	12	5		
284	151329	18											
285	151330	0	7217			1	400000	33005	25	33001	75	12	30
286	151330	1											
287	151331	0	7219			1	400000	33005	25	33001	75	12	30
288	151331	1											
289	151332	0	7221			1	400000	33005	25	33001	75	12	30
290	151332	1											
291	103228	0	7313			1	200000	32004	15	32001	45	12	10
292	103228	1	7313			1	75000	32001	5	12	2		
293	103228	2	7313			1	75000	32001	5	12	2		
294	103228	3	7313			1	75000	32001	5	12	2		
295	103228	4	7313			1	75000	32001	5	12	2		
296	103228	5	7313			1	75000	32001	5	12	2		
297	103228	6	7313			1	75000	32001	5	12	2		
298	103228	7	7313			1	75000	32001	5	12	2		
299	103228	8	7313			1	200000	32004	15	32001	45	12	10
300	103228	9	7313			1	75000	32001	5	12	2		
301	103228	10	7313			1	75000	32001	5	12	2		
302	103228	11	7313			1	75000	32001	5	12	2		
303	103228	12	7313			1	75000	32001	5	12	2		
304	103228	13	7313			1	75000	32001	5	12	2		
305	103228	14	7313			1	75000	32001	5	12	2		
306	103228	15	7313			1	75000	32001	5	12	2		
307	103228	16	7313			1	75000	32001	5	12	2		
308	103228	17	7313			1	200000	32004	15	32001	45	12	10
309	103228	18											
310	103229	0	7313			1	200000	32004	15	32001	45	12	10
311	103229	1	7313			1	75000	32001	5	12	2		
312	103229	2	7313			1	75000	32001	5	12	2		
313	103229	3	7313			1	75000	32001	5	12	2		
314	103229	4	7313			1	75000	32001	5	12	2		
315	103229	5	7313			1	75000	32001	5	12	2		
316	103229	6	7313			1	75000	32001	5	12	2		
317	103229	7	7313			1	75000	32001	5	12	2		
318	103229	8	7313			1	200000	32004	15	32001	45	12	10
319	103229	9	7313			1	75000	32001	5	12	2		
320	103229	10	7313			1	75000	32001	5	12	2		
321	103229	11	7313			1	75000	32001	5	12	2		
322	103229	12	7313			1	75000	32001	5	12	2		
323	103229	13	7313			1	75000	32001	5	12	2		
324	103229	14	7313			1	75000	32001	5	12	2		
325	103229	15	7313			1	75000	32001	5	12	2		
326	103229	16	7313			1	75000	32001	5	12	2		
327	103229	17	7313			1	200000	32004	15	32001	45	12	10
328	103229	18											
329	103230	0	7313			1	200000	32004	15	32001	45	12	10
330	103230	1	7313			1	75000	32001	5	12	2		
331	103230	2	7313			1	75000	32001	5	12	2		
332	103230	3	7313			1	75000	32001	5	12	2		
333	103230	4	7313			1	75000	32001	5	12	2		
334	103230	5	7313			1	75000	32001	5	12	2		
335	103230	6	7313			1	75000	32001	5	12	2		
336	103230	7	7313			1	75000	32001	5	12	2		
337	103230	8	7313			1	200000	32004	15	32001	45	12	10
338	103230	9	7313			1	75000	32001	5	12	2		
339	103230	10	7313			1	75000	32001	5	12	2		
340	103230	11	7313			1	75000	32001	5	12	2		
341	103230	12	7313			1	75000	32001	5	12	2		
342	103230	13	7313			1	75000	32001	5	12	2		
343	103230	14	7313			1	75000	32001	5	12	2		
344	103230	15	7313			1	75000	32001	5	12	2		
345	103230	16	7313			1	75000	32001	5	12	2		
346	103230	17	7313			1	200000	32004	15	32001	45	12	10
347	103230	18											
348	157328	0	7201			1	250000	33006	30	33001	40	12	10
349	157328	1	7201			1	60000	33001	10	12	5		
350	157328	2	7201			1	60000	33001	10	12	5		
351	157328	3	7201			1	60000	33001	10	12	5		
352	157328	4	7201			1	60000	33001	10	12	5		
353	157328	5	7201			1	60000	33001	10	12	5		
354	157328	6	7201			1	60000	33001	10	12	5		
355	157328	7	7201			1	60000	33001	10	12	5		
356	157328	8	7201			1	60000	33001	10	12	5		
357	157328	9	7201			1	60000	33001	10	12	5		
358	157328	10	7201			1	60000	33001	10	12	5		
359	157328	11	7201			1	60000	33001	10	12	5		
360	157328	12	7201			1	60000	33001	10	12	5		
361	157328	13	7201			1	60000	33001	10	12	5		
362	157328	14	7201			1	60000	33001	10	12	5		
363	157328	15	7201			1	60000	33001	10	12	5		
364	157328	16	7201			1	60000	33001	10	12	5		
365	157328	17	7201			1	60000	33001	10	12	5		
366	157328	18											
367	157329	0	7201			1	250000	33006	30	33001	40	12	10
368	157329	1	7201			1	60000	33001	10	12	5		
369	157329	2	7201			1	60000	33001	10	12	5		
370	157329	3	7201			1	60000	33001	10	12	5		
371	157329	4	7201			1	60000	33001	10	12	5		
372	157329	5	7201			1	60000	33001	10	12	5		
373	157329	6	7201			1	60000	33001	10	12	5		
374	157329	7	7201			1	60000	33001	10	12	5		
375	157329	8	7201			1	60000	33001	10	12	5		
376	157329	9	7201			1	60000	33001	10	12	5		
377	157329	10	7201			1	60000	33001	10	12	5		
378	157329	11	7201			1	60000	33001	10	12	5		
379	157329	12	7201			1	60000	33001	10	12	5		
380	157329	13	7201			1	60000	33001	10	12	5		
381	157329	14	7201			1	60000	33001	10	12	5		
382	157329	15	7201			1	60000	33001	10	12	5		
383	157329	16	7201			1	60000	33001	10	12	5		
384	157329	17	7201			1	60000	33001	10	12	5		
385	157329	18											
386	157330	0	7222			1	400000	33006	25	33001	75	12	30
387	157330	1											
388	157331	0	7224			1	400000	33006	25	33001	75	12	30
389	157331	1											
390	157332	0	7226			1	400000	33006	25	33001	75	12	30
391	157332	1											
392	152328	0	7201			1	250000	33007	30	33001	40	12	10
393	152328	1	7201			1	60000	33001	10	12	5		
394	152328	2	7201			1	60000	33001	10	12	5		
395	152328	3	7201			1	60000	33001	10	12	5		
396	152328	4	7201			1	60000	33001	10	12	5		
397	152328	5	7201			1	60000	33001	10	12	5		
398	152328	6	7201			1	60000	33001	10	12	5		
399	152328	7	7201			1	60000	33001	10	12	5		
400	152328	8	7201			1	60000	33001	10	12	5		
401	152328	9	7201			1	60000	33001	10	12	5		
402	152328	10	7201			1	60000	33001	10	12	5		
403	152328	11	7201			1	60000	33001	10	12	5		
404	152328	12	7201			1	60000	33001	10	12	5		
405	152328	13	7201			1	60000	33001	10	12	5		
406	152328	14	7201			1	60000	33001	10	12	5		
407	152328	15	7201			1	60000	33001	10	12	5		
408	152328	16	7201			1	60000	33001	10	12	5		
409	152328	17	7201			1	60000	33001	10	12	5		
410	152328	18											
411	152329	0	7201			1	250000	33007	30	33001	40	12	10
412	152329	1	7201			1	60000	33001	10	12	5		
413	152329	2	7201			1	60000	33001	10	12	5		
414	152329	3	7201			1	60000	33001	10	12	5		
415	152329	4	7201			1	60000	33001	10	12	5		
416	152329	5	7201			1	60000	33001	10	12	5		
417	152329	6	7201			1	60000	33001	10	12	5		
418	152329	7	7201			1	60000	33001	10	12	5		
419	152329	8	7201			1	60000	33001	10	12	5		
420	152329	9	7201			1	60000	33001	10	12	5		
421	152329	10	7201			1	60000	33001	10	12	5		
422	152329	11	7201			1	60000	33001	10	12	5		
423	152329	12	7201			1	60000	33001	10	12	5		
424	152329	13	7201			1	60000	33001	10	12	5		
425	152329	14	7201			1	60000	33001	10	12	5		
426	152329	15	7201			1	60000	33001	10	12	5		
427	152329	16	7201			1	60000	33001	10	12	5		
428	152329	17	7201			1	60000	33001	10	12	5		
429	152329	18											
430	152330	0	7227			1	400000	33007	25	33001	75	12	30
431	152330	1											
432	152331	0	7229			1	400000	33007	25	33001	75	12	30
433	152331	1											
434	152332	0	7231			1	400000	33007	25	33001	75	12	30
435	152332	1											
436	108328	0	7314			1	200000	32005	15	32001	45	12	10
437	108328	1	7314			1	75000	32001	5	12	2		
438	108328	2	7314			1	75000	32001	5	12	2		
439	108328	3	7314			1	75000	32001	5	12	2		
440	108328	4	7314			1	75000	32001	5	12	2		
441	108328	5	7314			1	75000	32001	5	12	2		
442	108328	6	7314			1	75000	32001	5	12	2		
443	108328	7	7314			1	75000	32001	5	12	2		
444	108328	8	7314			1	200000	32005	15	32001	45	12	10
445	108328	9	7314			1	75000	32001	5	12	2		
446	108328	10	7314			1	75000	32001	5	12	2		
447	108328	11	7314			1	75000	32001	5	12	2		
448	108328	12	7314			1	75000	32001	5	12	2		
449	108328	13	7314			1	75000	32001	5	12	2		
450	108328	14	7314			1	75000	32001	5	12	2		
451	108328	15	7314			1	75000	32001	5	12	2		
452	108328	16	7314			1	75000	32001	5	12	2		
453	108328	17	7314			1	200000	32005	15	32001	45	12	10
454	108328	18											
455	108329	0	7314			1	200000	32005	15	32001	45	12	10
456	108329	1	7314			1	75000	32001	5	12	2		
457	108329	2	7314			1	75000	32001	5	12	2		
458	108329	3	7314			1	75000	32001	5	12	2		
459	108329	4	7314			1	75000	32001	5	12	2		
460	108329	5	7314			1	75000	32001	5	12	2		
461	108329	6	7314			1	75000	32001	5	12	2		
462	108329	7	7314			1	75000	32001	5	12	2		
463	108329	8	7314			1	200000	32005	15	32001	45	12	10
464	108329	9	7314			1	75000	32001	5	12	2		
465	108329	10	7314			1	75000	32001	5	12	2		
466	108329	11	7314			1	75000	32001	5	12	2		
467	108329	12	7314			1	75000	32001	5	12	2		
468	108329	13	7314			1	75000	32001	5	12	2		
469	108329	14	7314			1	75000	32001	5	12	2		
470	108329	15	7314			1	75000	32001	5	12	2		
471	108329	16	7314			1	75000	32001	5	12	2		
472	108329	17	7314			1	200000	32005	15	32001	45	12	10
473	108329	18											
474	108330	0	7314			1	200000	32005	15	32001	45	12	10
475	108330	1	7314			1	75000	32001	5	12	2		
476	108330	2	7314			1	75000	32001	5	12	2		
477	108330	3	7314			1	75000	32001	5	12	2		
478	108330	4	7314			1	75000	32001	5	12	2		
479	108330	5	7314			1	75000	32001	5	12	2		
480	108330	6	7314			1	75000	32001	5	12	2		
481	108330	7	7314			1	75000	32001	5	12	2		
482	108330	8	7314			1	200000	32005	15	32001	45	12	10
483	108330	9	7314			1	75000	32001	5	12	2		
484	108330	10	7314			1	75000	32001	5	12	2		
485	108330	11	7314			1	75000	32001	5	12	2		
486	108330	12	7314			1	75000	32001	5	12	2		
487	108330	13	7314			1	75000	32001	5	12	2		
488	108330	14	7314			1	75000	32001	5	12	2		
489	108330	15	7314			1	75000	32001	5	12	2		
490	108330	16	7314			1	75000	32001	5	12	2		
491	108330	17	7314			1	200000	32005	15	32001	45	12	10
492	108330	18											
493	114328	0	7321			1	200000	32006	15	32001	45	12	10
494	114328	1	7321			1	75000	32001	5	12	2		
495	114328	2	7321			1	75000	32001	5	12	2		
496	114328	3	7321			1	75000	32001	5	12	2		
497	114328	4	7321			1	75000	32001	5	12	2		
498	114328	5	7321			1	75000	32001	5	12	2		
499	114328	6	7321			1	75000	32001	5	12	2		
500	114328	7	7321			1	75000	32001	5	12	2		
501	114328	8	7321			1	200000	32006	15	32001	45	12	10
502	114328	9	7321			1	75000	32001	5	12	2		
503	114328	10	7321			1	75000	32001	5	12	2		
504	114328	11	7321			1	75000	32001	5	12	2		
505	114328	12	7321			1	75000	32001	5	12	2		
506	114328	13	7321			1	75000	32001	5	12	2		
507	114328	14	7321			1	75000	32001	5	12	2		
508	114328	15	7321			1	75000	32001	5	12	2		
509	114328	16	7321			1	75000	32001	5	12	2		
510	114328	17	7321			1	200000	32006	15	32001	45	12	10
511	114328	18											
512	114329	0	7321			1	200000	32006	15	32001	45	12	10
513	114329	1	7321			1	75000	32001	5	12	2		
514	114329	2	7321			1	75000	32001	5	12	2		
515	114329	3	7321			1	75000	32001	5	12	2		
516	114329	4	7321			1	75000	32001	5	12	2		
517	114329	5	7321			1	75000	32001	5	12	2		
518	114329	6	7321			1	75000	32001	5	12	2		
519	114329	7	7321			1	75000	32001	5	12	2		
520	114329	8	7321			1	200000	32006	15	32001	45	12	10
521	114329	9	7321			1	75000	32001	5	12	2		
522	114329	10	7321			1	75000	32001	5	12	2		
523	114329	11	7321			1	75000	32001	5	12	2		
524	114329	12	7321			1	75000	32001	5	12	2		
525	114329	13	7321			1	75000	32001	5	12	2		
526	114329	14	7321			1	75000	32001	5	12	2		
527	114329	15	7321			1	75000	32001	5	12	2		
528	114329	16	7321			1	75000	32001	5	12	2		
529	114329	17	7321			1	200000	32006	15	32001	45	12	10
530	114329	18											
531	114330	0	7321			1	200000	32006	15	32001	45	12	10
532	114330	1	7321			1	75000	32001	5	12	2		
533	114330	2	7321			1	75000	32001	5	12	2		
534	114330	3	7321			1	75000	32001	5	12	2		
535	114330	4	7321			1	75000	32001	5	12	2		
536	114330	5	7321			1	75000	32001	5	12	2		
537	114330	6	7321			1	75000	32001	5	12	2		
538	114330	7	7321			1	75000	32001	5	12	2		
539	114330	8	7321			1	200000	32006	15	32001	45	12	10
540	114330	9	7321			1	75000	32001	5	12	2		
541	114330	10	7321			1	75000	32001	5	12	2		
542	114330	11	7321			1	75000	32001	5	12	2		
543	114330	12	7321			1	75000	32001	5	12	2		
544	114330	13	7321			1	75000	32001	5	12	2		
545	114330	14	7321			1	75000	32001	5	12	2		
546	114330	15	7321			1	75000	32001	5	12	2		
547	114330	16	7321			1	75000	32001	5	12	2		
548	114330	17	7321			1	200000	32006	15	32001	45	12	10
549	114330	18											
550	153328	0	7201			1	250000	33008	30	33001	40	12	10
551	153328	1	7201			1	60000	33001	10	12	5		
552	153328	2	7201			1	60000	33001	10	12	5		
553	153328	3	7201			1	60000	33001	10	12	5		
554	153328	4	7201			1	60000	33001	10	12	5		
555	153328	5	7201			1	60000	33001	10	12	5		
556	153328	6	7201			1	60000	33001	10	12	5		
557	153328	7	7201			1	60000	33001	10	12	5		
558	153328	8	7201			1	60000	33001	10	12	5		
559	153328	9	7201			1	60000	33001	10	12	5		
560	153328	10	7201			1	60000	33001	10	12	5		
561	153328	11	7201			1	60000	33001	10	12	5		
562	153328	12	7201			1	60000	33001	10	12	5		
563	153328	13	7201			1	60000	33001	10	12	5		
564	153328	14	7201			1	60000	33001	10	12	5		
565	153328	15	7201			1	60000	33001	10	12	5		
566	153328	16	7201			1	60000	33001	10	12	5		
567	153328	17	7201			1	60000	33001	10	12	5		
568	153328	18											
569	153329	0	7201			1	250000	33008	30	33001	40	12	10
570	153329	1	7201			1	60000	33001	10	12	5		
